cid,price_class
8651430370,1
3426079024,1
425000230,1
2113701095,1
6031400013,1
4058802105,1
3089000005,1
522069097,1
8698600395,1
4302201045,1
5062300280,1
3395800455,1
7200179,1
2873000260,1
1437500015,1
8864000250,1
7227500830,1
2114700090,1
7520000695,1
3423059081,1
1113000430,1
1822059057,1
4239400730,1
8651442810,1
5147600095,1
3163600076,1
4239400840,1
4222310010,1
2420069017,1
7568700480,1
4337600005,1
7812801115,1
4168000060,1
4356200210,1
818500490,1
3356403304,1
4045500130,1
7973202225,1
4383500030,1
3802000020,1
7883607645,1
7883603425,1
4006000307,1
1443500385,1
1437500035,1
2626119062,1
418000310,1
2329700440,1
3812400202,1
5379804730,1
8655900162,1
7116500705,1
3163600015,1
3674400035,1
2538800030,1
937000330,1
922049078,1
795000620,1
3422059085,1
1123049027,1
7883600700,1
522059327,1
7129300595,1
7697870600,1
2329600040,1
6083000123,1
8857600780,1
2641800015,1
3356403400,1
1823059030,1
7812800515,1
7812800855,1
8581400450,1
6146600185,1
7135300026,1
4435000705,1
3812400657,1
1311400120,1
4140900270,1
522039106,1
2626119028,1
423049067,1
2599700040,1
8945300290,1
2019200220,1
9265410090,1
5466300130,1
7338000150,1
5029451010,1
1099600620,1
8649400790,1
3336001316,1
7888100090,1
1202000140,1
2005600090,1
2008200060,1
3298700820,1
1871400585,1
9133600135,1
2172000750,1
3384300100,1
6056100150,1
1523049207,1
3021059155,1
1099760470,1
6151800612,1
9211500730,1
7227801955,1
5126900200,1
1311800130,1
2690600005,1
3530420020,1
6147600040,1
2724201202,1
1443501020,1
7468900235,1
6661200320,1
2724049222,1
8651442440,1
2599000370,1
5476200160,1
1219000473,1
7657000540,1
3004800175,1
7211401610,1
3969300030,1
9189700255,1
7696600240,1
5466310730,1
123039279,1
3365901435,1
2698200010,1
425200205,1
3751604895,1
4435600330,1
2822049210,1
1446400725,1
1432400120,1
7149410060,1
3333002450,1
3438503045,1
2320069248,1
3751600146,1
6082400083,1
7812800681,1
1865820370,1
1432600560,1
7338000730,1
8649401270,1
4331000265,1
3332000195,1
8856004415,1
3530430155,1
2892700041,1
880000005,1
3830210020,1
923049110,1
8092000330,1
5556900080,1
3701900085,1
3352402195,1
6669020290,1
121039038,1
302000375,1
5016003230,1
7956200220,1
5126900405,1
7983000200,1
8005100360,1
3384300160,1
5560000480,1
226109056,1
1788700070,1
203101370,1
7812800865,1
5083000375,1
7849202585,1
5379804470,1
6874200960,1
1796100140,1
7686202065,1
9352900695,1
6303400290,1
4463400195,1
7466900220,1
5379802090,1
8148600020,1
3445000274,1
1446403145,1
3365900465,1
40000471,1
87000245,1
7812800155,1
2123049498,1
8643200060,1
8898700820,1
42000245,1
3353402390,1
3454800060,1
1788700295,1
2113700825,1
3584000400,1
3831200200,1
8945100530,1
7686203180,1
7229700105,1
3750604417,1
7148200040,1
3826000560,1
522059013,1
6404600006,1
7348200195,1
3353400120,1
179000100,1
2946003415,1
818500100,1
7883606725,1
3603000410,1
8651441750,1
1610000016,1
5132000140,1
6143000020,1
835000055,1
5269200050,1
8858100020,1
9183700845,1
7200179,1
6661200050,1
1022049182,1
5272200005,1
2973800030,1
303000445,1
7349800780,1
1446401190,1
4012800050,1
9407110700,1
402000110,1
1922059298,1
7891600260,1
2724049185,1
2420069242,1
4202400078,1
3601200017,1
1823049202,1
3876500290,1
6911700066,1
9564800145,1
2621600015,1
2337300370,1
1432400095,1
796000085,1
4131500140,1
2613200025,1
6052400575,1
2460600040,1
6056100165,1
8651402660,1
3530500010,1
4123800320,1
7428000120,1
8651402910,1
7335400400,1
3828000405,1
8651430870,1
5412310170,1
4202400135,1
1330280100,1
3800008,1
8651430780,1
4312700340,1
8857600220,1
3530490160,1
2730000270,1
5147600105,1
9407102460,1
5379805495,1
8651400680,1
3388110230,1
421049254,1
1450000210,1
3204500340,1
3356402232,1
133000070,1
6600410480,1
3518000180,1
8651410190,1
8651401960,1
7683800192,1
1788300010,1
1003400245,1
623049094,1
8151601190,1
5631500400,1
425000065,1
1604601155,1
3331001285,1
2085200545,1
423059184,1
6163900073,1
3185600040,1
1951600150,1
8945200860,1
2225079030,1
5198600010,1
1551500130,1
3192000085,1
1951100100,1
2560801222,1
8651430560,1
1180002580,1
1423200110,1
7575500040,1
3915500045,1
6623400050,1
3356407665,1
8651411070,1
3298701070,1
1222000055,1
4345000510,1
2560800165,1
8645500160,1
7899800890,1
3523029059,1
3080000005,1
7893206095,1
1670400090,1
4324500180,1
7682200340,1
257000263,1
7696500280,1
9543000945,1
2122049096,1
6056100160,1
9211500620,1
1422700040,1
1424100100,1
7338000850,1
7943000020,1
3313600340,1
8651430220,1
8122100835,1
8856003525,1
1788300020,1
4006000571,1
646910150,1
6143600580,1
8945000910,1
302000065,1
3352400004,1
7338000270,1
2420069268,1
1788800080,1
6623400187,1
1217000340,1
1099600220,1
2320069107,1
7796600085,1
1788800630,1
5381000082,1
923049400,1
3750603492,1
4233400340,1
3313600077,1
623049185,1
5153200486,1
304000530,1
1951600240,1
9542802000,1
7399100040,1
7137800085,1
7686202635,1
1950900005,1
7340600845,1
7338000800,1
7135300275,1
7967600069,1
2525300540,1
1788900380,1
3826000070,1
6123600285,1
3327000070,1
7878400043,1
1446400564,1
5379806185,1
8856001090,1
2212900470,1
3141600210,1
4388000070,1
1665400045,1
9268710220,1
1221000562,1
792000006,1
3530430100,1
7338000950,1
5437820250,1
419000035,1
8018600980,1
9382200121,1
8581200350,1
1788800770,1
6453300055,1
9264901680,1
3348401740,1
1645000100,1
7468900245,1
3530510041,1
9150100020,1
7116500125,1
1446403835,1
8651410740,1
9407101380,1
16000397,1
1432400065,1
9315300260,1
8581400015,1
424500100,1
8651410670,1
1442800370,1
5402100045,1
1788800910,1
7227800040,1
3326079016,1
3972900160,1
6303400981,1
2172000035,1
3361400190,1
9315100030,1
2658000115,1
3395380200,1
7140200330,1
84000245,1
4363700200,1
3395800660,1
3354400545,1
7967200290,1
7116000225,1
2268000370,1
7137900410,1
402000260,1
5029450100,1
6131600240,1
1180003090,1
4008400515,1
7299500200,1
2144800615,1
2310000250,1
5127001320,1
7606200275,1
9476200035,1
1545805490,1
2781280150,1
1423700680,1
3145600250,1
3313600266,1
1545807180,1
4440400155,1
9476200290,1
3904100089,1
7153400010,1
8728100775,1
7895500550,1
6123600100,1
1788700230,1
8651400730,1
7883608693,1
418000415,1
9268710140,1
2143700861,1
193300120,1
4438400020,1
1320069249,1
3365900520,1
3546000340,1
257000105,1
5557700210,1
4239400740,1
8581200160,1
6121000110,1
7877400245,1
1921059310,1
2781270530,1
4365700450,1
5379802181,1
8570900162,1
4388000140,1
179000350,1
7812801850,1
3278602660,1
2501600150,1
3438502668,1
4204400339,1
5423500240,1
2154900040,1
5515600088,1
7335400500,1
1443500305,1
6083000071,1
5595900210,1
723049197,1
8651400580,1
5437820020,1
4312700200,1
6121800050,1
1796350570,1
1796350300,1
2781270090,1
522049122,1
5198600005,1
5727500102,1
766800090,1
1432400525,1
8651441290,1
1895000045,1
2891000680,1
9368700031,1
3324069070,1
5647900930,1
2421039075,1
4388000460,1
7796600070,1
4031000290,1
8005100025,1
1921059045,1
7972000010,1
3530420110,1
1788700160,1
3972300169,1
9407110710,1
6131600285,1
8651443360,1
2599001010,1
8945300110,1
3751600176,1
2188200785,1
7893203770,1
2570600140,1
8159610030,1
3356406510,1
5462100240,1
3279000460,1
1523049083,1
7686202580,1
5379802816,1
8645500360,1
7696630080,1
304000380,1
6303400460,1
2407000145,1
7682200320,1
3330500705,1
2892600016,1
853000261,1
8651401680,1
5029451230,1
8856004582,1
1311500020,1
5379800810,1
1795500060,1
1788700185,1
985000900,1
2122059077,1
2823059055,1
7942100290,1
2215901840,1
1320069255,1
937000280,1
5126400230,1
1099611230,1
2618300350,1
2923059064,1
3352401981,1
4013800206,1
5153900080,1
7227800065,1
921049315,1
5066400564,1
2112700370,1
8651443190,1
4031000460,1
3546000090,1
7227800055,1
2414600366,1
3353401340,1
2482500040,1
2123049194,1
3750600566,1
418000330,1
8661000089,1
7657600195,1
8856004730,1
7983100150,1
5560000680,1
1953400510,1
7841300285,1
1788900230,1
1446400670,1
6858700225,1
1442800150,1
3352401476,1
6018500015,1
5560000070,1
8651431100,1
844000425,1
3352400351,1
7206900075,1
1823049178,1
1324079029,1
3056700150,1
9500900135,1
421000185,1
3339900640,1
8122600020,1
7686202730,1
399000195,1
5615100330,1
4337000070,1
4388000260,1
1446404015,1
1843200240,1
1274500300,1
7575610170,1
5101404170,1
844000180,1
4031000260,1
3623059027,1
7657000165,1
257000037,1
3668000670,1
7812800995,1
7129304200,1
3278600710,1
2968801105,1
421000555,1
7212660540,1
3670500605,1
1821059067,1
1723049008,1
621069113,1
5560001130,1
5476200123,1
6623400246,1
126059021,1
1823059205,1
7831800505,1
7348200115,1
2946000285,1
2599001240,1
4154302075,1
9505100035,1
7805600070,1
2787460720,1
5706500385,1
2349300060,1
2781250520,1
7140200250,1
6620400205,1
8072000035,1
7137910360,1
5151600040,1
3423049209,1
8133300050,1
9320600170,1
7994700030,1
3826000385,1
920069053,1
6600400260,1
1450000050,1
3599600150,1
2953000300,1
2129700142,1
8857600490,1
324000530,1
7585000110,1
3826000735,1
6840700165,1
3046200125,1
1863900190,1
7454000110,1
6600400270,1
7129304375,1
7575500080,1
3530490031,1
7957600075,1
7689600215,1
6131600255,1
8651402700,1
1685200190,1
9282800065,1
1555300010,1
2946003580,1
7460000015,1
806000020,1
1685200020,1
1446400648,1
8651401270,1
5029451080,1
723049476,1
9518100059,1
7137900490,1
2946003947,1
1274500060,1
7686203385,1
2212210660,1
7893200900,1
1521069070,1
8732160250,1
2721059173,1
5556800150,1
2122049013,1
5706600170,1
5381000070,1
3210200373,1
8802400896,1
1865820300,1
7893203480,1
795002190,1
6730700385,1
7523700210,1
3329530200,1
8651442880,1
1523049209,1
1623049133,1
3192000080,1
3751604653,1
6929602605,1
4137010310,1
7683800010,1
1796360990,1
1432900240,1
7686204750,1
5466350160,1
5153900150,1
1773100275,1
3392100050,1
1442800060,1
8802400415,1
1761100080,1
6601200250,1
5029450850,1
8857600960,1
7345200400,1
13002460,1
3622059157,1
1274500240,1
8093600065,1
4302201130,1
5070000100,1
3751602249,1
7226000110,1
7657000225,1
6648701420,1
7889600685,1
4468400211,1
1450100420,1
1099600090,1
4060000240,1
3876540630,1
5706500140,1
9456200405,1
8945300090,1
1682000160,1
3356404330,1
7116500925,1
7905400040,1
7877400266,1
1670400068,1
646910480,1
1446403305,1
7956300020,1
7345000120,1
844001140,1
1555200590,1
2525310040,1
3830620710,1
2473380920,1
808000070,1
3977630270,1
9406500350,1
7524200180,1
1021049057,1
1022069050,1
923049378,1
3935900232,1
2143700830,1
7140600055,1
2658000215,1
13001991,1
3361401025,1
7689600330,1
7984400050,1
4168000110,1
7225000045,1
7575500150,1
8945300200,1
6600410290,1
6600400090,1
1895000260,1
1796351080,1
7606200090,1
1745000090,1
7889600080,1
6099400293,1
1450100070,1
8100000060,1
1450100390,1
7345000340,1
7227502155,1
421000215,1
1450100020,1
7888400560,1
8862500280,1
2185000685,1
844001145,1
5104530560,1
3336500140,1
425000175,1
1311800560,1
8651410240,1
8651410090,1
880000189,1
1099610830,1
3361401210,1
2420069220,1
3438503426,1
2781270210,1
2122059127,1
4168100020,1
6146600595,1
6093900280,1
1789900080,1
2597500840,1
796000235,1
8945000260,1
8092501400,1
8651400750,1
1321039076,1
985000833,1
421000500,1
1623049145,1
1745100140,1
2190600243,1
3530450100,1
3830210220,1
8698600055,1
3832050860,1
179003055,1
7893805650,1
723049219,1
1721801025,1
9211500010,1
2212901130,1
5347200162,1
5560000710,1
5470100090,1
5466400550,1
1623049062,1
1682500160,1
1901600095,1
1549500370,1
6324000090,1
4365700130,1
1035000007,1
723049307,1
7131300025,1
3256400051,1
1023059190,1
2660500283,1
8150100045,1
3327000090,1
7893207665,1
7247000035,1
7883604065,1
3438500625,1
5259800090,1
6303401365,1
6018500120,1
121059007,1
7131300035,1
6450301690,1
2414600400,1
8113100150,1
8016250140,1
6414600070,1
4239410220,1
3542300060,1
2923069037,1
304100070,1
8732130680,1
2414600195,1
8588000610,1
3530490070,1
3348401584,1
6149700405,1
1311200380,1
7135300046,1
2123049086,1
2011000120,1
2354300845,1
1917300260,1
1099600010,1
522049104,1
4345000170,1
8651441620,1
8948500065,1
3348401095,1
3874000240,1
3306200010,1
8945200830,1
2345500010,1
3750605349,1
7272000260,1
7972604425,1
5537200043,1
1761300310,1
2968801240,1
3026079031,1
9407600250,1
3668000070,1
3306300630,1
5153200666,1
6145600557,1
1446403850,1
1180008315,1
88000591,1
1099610260,1
9456200450,1
1900000035,1
7875400050,1
7760600110,1
2475900850,1
5053300015,1
9265410010,1
2320069089,1
185000118,1
2190601049,1
2946000912,1
3751603173,1
1447600285,1
7452500815,1
3622069050,1
8122100595,1
5379805120,1
8732130940,1
3222079136,1
7221400320,1
943100260,1
5438000160,1
8155760040,1
2891100820,1
257000057,1
2822059091,1
5413200140,1
5028600360,1
418000145,1
100600320,1
8651411460,1
6131600060,1
7520000440,1
2048000330,1
1421069123,1
7237590010,1
2916600110,1
1446401290,1
8651442060,1
7203000640,1
1140000050,1
321049193,1
2123049502,1
1545800290,1
3832710680,1
271200130,1
8651401720,1
2212200090,1
8731730710,1
3392100140,1
1432600415,1
2525300200,1
2620069077,1
9835800840,1
7831800110,1
9202000080,1
2228900270,1
3229200040,1
2212900920,1
7338001190,1
8960000030,1
1822059331,1
2222059099,1
3821400200,1
3624039111,1
5253300387,1
4324500490,1
7985400133,1
5000500055,1
1789900065,1
5029450110,1
1431400070,1
1420400130,1
2970800130,1
7689600360,1
3356402702,1
304100090,1
5437820080,1
2868900020,1
8025700590,1
1432900350,1
5113260170,1
1921059235,1
3279000070,1
3387800380,1
6181400470,1
8856003839,1
2968800645,1
5515600087,1
8005100571,1
5706600150,1
1220000100,1
7340600068,1
2781270400,1
9268700040,1
3832300090,1
1332700270,1
6600400370,1
8005100540,1
8651410330,1
3751602329,1
3599600276,1
3352400330,1
3356402705,1
4364700600,1
5547500070,1
2892600056,1
7888300340,1
921059200,1
7899800915,1
3423049311,1
3028200100,1
421049116,1
4204400201,1
2115720070,1
8651410950,1
1917300105,1
5379806155,1
3530410081,1
7689600630,1
2893000280,1
2734100732,1
2734100734,1
5153200506,1
2822049148,1
1018000276,1
985000950,1
7227500740,1
8651430210,1
9542800290,1
7203601405,1
402000145,1
6386600170,1
3211100450,1
7211400615,1
5419800090,1
3375300360,1
5379802871,1
5437820310,1
1432600100,1
109200730,1
7972604355,1
8731902680,1
8651411420,1
3306200240,1
923049468,1
1421039067,1
8731901940,1
2781250900,1
7657000085,1
6386600130,1
4059400585,1
8944300110,1
1898600100,1
4330600301,1
2722059183,1
16000435,1
3668000810,1
248000240,1
6138000095,1
316000190,1
8651440740,1
6648500390,1
7941500170,1
4302200535,1
1796381120,1
7625702616,1
2191600780,1
937000220,1
2781270550,1
7982600030,1
2320069206,1
7345200650,1
7335400020,1
3278602670,1
623049093,1
7812801590,1
8651402920,1
3883800011,1
7941600220,1
16000015,1
1042500013,1
8092501240,1
8125200273,1
7147600070,1
2372800145,1
1443500905,1
104510440,1
898000200,1
1140000190,1
8651402750,1
1352300315,1
7686202275,1
4058802255,1
3972900735,1
3655000070,1
5125400385,1
2005300140,1
2372800050,1
522059172,1
3750606890,1
9324320040,1
8091411120,1
1683600120,1
109210280,1
2113700205,1
1423910130,1
6306100190,1
6163900981,1
236500010,1
2013801350,1
2328800130,1
7231502505,1
4338800370,1
3388000640,1
2212900180,1
2926049376,1
6661200260,1
622059019,1
8091410390,1
1898700310,1
6802200230,1
8651442510,1
7972602490,1
8651441520,1
6303400965,1
1446801030,1
2120069003,1
2724049222,1
1523049207,1
3826500730,1
3347401315,1
7417700664,1
236400260,1
3996900460,1
7454001280,1
6145601745,1
2019200480,1
1761100300,1
1423049019,1
4137010540,1
3530470190,1
795000820,1
9382200025,1
3329500730,1
1163400070,1
4031700210,1
7809200055,1
7749500160,1
722039087,1
9407111100,1
4223000280,1
3876540780,1
5071500140,1
7224500300,1
1003000175,1
1311300100,1
104540820,1
2881700547,1
3336000052,1
7812801785,1
8075400100,1
40000228,1
7129300520,1
6623400090,1
2781250750,1
2787320620,1
8945100050,1
5470100220,1
7985000100,1
3124049171,1
5029450160,1
8945200750,1
1787600294,1
2891000750,1
7889000160,1
3223049158,1
5702330120,1
6802200190,1
2868900160,1
7812801125,1
7227500450,1
8732160240,1
1423200170,1
5560000540,1
3348401622,1
5153200651,1
3550800040,1
3224900130,1
6700400110,1
5335700030,1
1796380960,1
301402280,1
844000965,1
7950700110,1
3598600049,1
8018600870,1
1105000432,1
3352401037,1
1312200080,1
1018000110,1
1821059264,1
9500900110,1
8945100320,1
8100000080,1
5437810360,1
7137900320,1
2938200040,1
1450300050,1
2525300480,1
7231600098,1
2730000070,1
3356403140,1
8651400230,1
1237500540,1
7575610250,1
423000035,1
1823049144,1
1423400225,1
8945300040,1
766000240,1
8658300455,1
6889000060,1
1423800080,1
4006000580,1
3223059217,1
623049273,1
8643000225,1
1446401550,1
1796360870,1
7749500370,1
4336000050,1
766500030,1
4406000050,1
7841300535,1
2366800055,1
2821049082,1
4222200280,1
1312900180,1
1432900030,1
3388100020,1
5420800090,1
9183703376,1
7950304075,1
104530240,1
1565100010,1
7123400045,1
7710100083,1
1761100190,1
251300110,1
1311200120,1
1180005220,1
1683500140,1
9310300175,1
8148600055,1
4051110240,1
5437800020,1
6450301310,1
2648000071,1
6131600075,1
5347200220,1
2571900380,1
2721049059,1
3790700110,1
3509600070,1
84000335,1
2172000894,1
7137960460,1
4059400190,1
421000430,1
3750605620,1
8645530010,1
9197100101,1
2608300103,1
2781250530,1
9558800025,1
6668900155,1
1685200110,1
1555200180,1
2525300550,1
1721801010,1
7839300185,1
2215900930,1
8091600080,1
3423049269,1
5470100270,1
3352400325,1
8588000315,1
2325069054,1
3584000310,1
984000410,1
8864000440,1
7941600390,1
3830210230,1
4399210130,1
5112800421,1
8651410120,1
1612500090,1
2329600280,1
4006000251,1
2760200050,1
4415600040,1
621069154,1
9476200680,1
6341000020,1
1863900225,1
100600550,1
8648220150,1
1311900240,1
3298700426,1
2599200830,1
3065600270,1
1164000040,1
1446401220,1
6303400475,1
8029200190,1
1123049126,1
4031000520,1
9310300185,1
7812801700,1
6150200375,1
4006000281,1
2222049108,1
9265400210,1
8731950910,1
1105000745,1
418000010,1
9315100210,1
9536601045,1
1274500170,1
739500270,1
3353401710,1
4440400125,1
6600790210,1
5245600105,1
7229900250,1
6896300380,1
7663700792,1
2407000405,1
2123700015,1
4337000200,1
1446400785,1
8651442520,1
7137800300,1
8732190990,1
7789000120,1
9536602080,1
7889600190,1
7211400850,1
1760600009,1
179001046,1
8961800035,1
3438502066,1
7978800621,1
7683800212,1
4337600280,1
3739500096,1
6450304630,1
7663700401,1
1773100765,1
4322200105,1
3751601171,1
2011400782,1
2414600126,1
3878900464,1
2212600040,1
2891000450,1
6056110780,1
7942300070,1
3832310350,1
2268000500,1
2268000050,1
6146600420,1
7335400065,1
4059400515,1
2212901010,1
3668000830,1
1049000740,1
2212200100,1
6143600555,1
2472950160,1
5557320030,1
1180003175,1
8651440230,1
1313500090,1
6150200435,1
5556800260,1
3520069033,1
1721800470,1
7788400170,1
6056111063,1
7224000450,1
7942100180,1
179001425,1
4303200184,1
9269750010,1
7642200095,1
7331900290,1
6099400140,1
7147600220,1
4168100130,1
1683600110,1
1432400060,1
7883607520,1
7211402115,1
9347900020,1
1442800400,1
2946000751,1
3438503014,1
6661200080,1
3623029034,1
5029450290,1
4345000210,1
114100763,1
1463400081,1
5702380730,1
1250200345,1
3996900125,1
3664500300,1
5083100065,1
3734900110,1
8944300010,1
1423800210,1
7812801925,1
8944290160,1
104510180,1
7227501645,1
2268000180,1
6929602390,1
2560803085,1
6058600220,1
7983200060,1
2412600070,1
6600490300,1
8937500040,1
8581200030,1
3331000455,1
3356402020,1
3110800030,1
3353400435,1
8155000040,1
2422000067,1
4027701275,1
4472000040,1
3352402272,1
2223059053,1
1796361140,1
1423400160,1
424000145,1
6669150530,1
2337000150,1
2895200150,1
6085000130,1
522059158,1
7882900120,1
8092500720,1
1105000296,1
1721801280,1
4006000423,1
6056111067,1
1545802080,1
3330500345,1
3275300440,1
8651441210,1
603001050,1
6083000037,1
3353400840,1
8732030080,1
7899800791,1
3291800140,1
3336000230,1
4222310410,1
4337000275,1
8655900100,1
8651440780,1
3148750050,1
2223059052,1
8732190380,1
5595900316,1
6802200110,1
6082400260,1
1099750610,1
9476200150,1
5420300270,1
4406000620,1
5259800440,1
3826000470,1
9262800002,1
1865810290,1
8099200030,1
2946001645,1
7942100310,1
7227801580,1
7520000520,1
2525300030,1
7760400350,1
2329500260,1
3279000240,1
5560000640,1
4399210110,1
7899800045,1
1545801630,1
7301300150,1
1202000200,1
1003400155,1
3279000420,1
5530000030,1
6300000693,1
8159610060,1
8638500170,1
8944290090,1
7140600190,1
8944290200,1
5466700360,1
1274500420,1
2946001675,1
3224800075,1
8731801260,1
5469300270,1
8075400530,1
1842900030,1
8151600701,1
1697000370,1
7418700040,1
2781250560,1
5335700110,1
2154900330,1
9407000920,1
1683500180,1
3323069045,1
2130702270,1
9499200220,1
2068500210,1
8001210120,1
4245400045,1
1523049115,1
3163600130,1
2545900050,1
6306100080,1
8159610150,1
1311800220,1
2887970040,1
1683600240,1
5379805475,1
2123049175,1
8731800210,1
7137900960,1
7331900270,1
6381500170,1
3021059175,1
3224800010,1
3298600850,1
42000006,1
5083000375,1
9542800820,1
4319200620,1
6151800606,1
8643200061,1
6083000050,1
7452500045,1
522059189,1
722059070,1
7888000390,1
7806210250,1
3831000010,1
723049132,1
8083350070,1
1645000310,1
7205400180,1
3327000140,1
7849200635,1
3223059206,1
2124049254,1
5412310080,1
3342100785,1
8899200110,1
5702380630,1
9211500150,1
717000225,1
6197800101,1
2800031,1
3340401555,1
8019201061,1
2422049104,1
7312900060,1
1180002075,1
5347200160,1
4338800600,1
2122700120,1
316000145,1
7131300032,1
8856004400,1
9448300061,1
8661000033,1
2599001500,1
1311400350,1
7812800215,1
6300000364,1
7849202190,1
3223049073,1
7889000125,1
1502400300,1
8068000585,1
6730700260,1
3278600670,1
798000457,1
8732040810,1
7131300047,1
5595900280,1
2341300115,1
3622059155,1
5365200040,1
7789200070,1
3904100035,1
2412600030,1
1721059069,1
4154300296,1
795000865,1
1023059324,1
7148000315,1
7883603700,1
2569600150,1
7347600507,1
3278600680,1
7831800460,1
6601200020,1
4222310220,1
5152600090,1
8151600610,1
7227501170,1
8081650400,1
1721801161,1
8892900210,1
9211520150,1
114700150,1
3317010130,1
2976800796,1
6603000030,1
7186800105,1
1898310100,1
9197100263,1
3935900232,1
9513900050,1
8644000060,1
428000225,1
9543000896,1
8155750010,1
1003400250,1
646910160,1
425400115,1
4222200380,1
3629000080,1
8643000185,1
1274500700,1
349400100,1
100600860,1
2634500005,1
1545808960,1
4364700875,1
3445000005,1
1450100330,1
1796360080,1
7345310100,1
425400070,1
3354400060,1
236400320,1
7696610270,1
7972603950,1
420000085,1
2557000090,1
5054800110,1
2322059039,1
2892700041,1
1172000150,1
646910030,1
3277801646,1
7224000950,1
3352401090,1
923049323,1
9524100196,1
4345000090,1
7454001210,1
2938100010,1
4438400050,1
2641800060,1
8075400360,1
1003600056,1
422049203,1
2722059215,1
1545803980,1
7200080,1
9268710390,1
421049170,1
2013800705,1
7806210190,1
2520900301,1
2895800640,1
9407000990,1
7697870530,1
3969300030,1
273800100,1
9264901040,1
1622049140,1
7340600827,1
7140700690,1
1796350080,1
3751605432,1
7129303970,1
5381000411,1
1180005280,1
9406500600,1
9211500520,1
5126400150,1
2214800630,1
3750603471,1
236400130,1
4222100280,1
123039333,2
8658301535,2
7972603931,2
7883601155,2
3423049165,2
1682000280,2
1545801850,2
2143700676,2
3750603940,2
1310800090,2
5071700020,2
5379805885,2
9198600035,2
104540840,2
7972000240,2
986000045,2
1421069117,2
1523069095,2
2807100155,2
7211402305,2
3298701066,2
5419800330,2
3322049095,2
4167700210,2
2011400520,2
4338800720,2
4051100390,2
4051100230,2
1840200080,2
2588800006,2
1061400180,2
7895500070,2
7227501450,2
6141100395,2
8091401030,2
4222000320,2
7137910140,2
5379805253,2
1555300530,2
2722049092,2
6300000226,2
7889602020,2
5412300100,2
7454001075,2
7760400880,2
1796380310,2
7523700245,2
5279100680,2
2310060040,2
193300140,2
1557000190,2
9407000230,2
1061500110,2
301402120,2
323089005,2
7230400400,2
9406500310,2
5113260040,2
4222200120,2
4222310680,2
9264901510,2
5153200358,2
1105000787,2
4233400480,2
2420069042,2
7575600430,2
3810000860,2
8731982630,2
7697920150,2
1796370150,2
1545804340,2
6929604005,2
7334500120,2
9407150130,2
7655900031,2
1823049046,2
5702380780,2
1545803890,2
1545804820,2
1951100110,2
2822049160,2
7520000520,2
8018600765,2
3830610320,2
8068000305,2
4060000440,2
104550750,2
7967700530,2
3329530480,2
4366700140,2
6664900260,2
2781270440,2
8649401000,2
8100000110,2
2025600280,2
2634500085,2
9264900660,2
2268000470,2
4345000440,2
2632000080,2
7303200450,2
9407000600,2
